이름,차량번호,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),클러스터,유사도
쉐보레 어메이징 뉴 크루즈   터보 LT 디럭스팩   ,차량번호 63부6371,16,84360.0,가솔린,1362.0,흰색,불가,5990000,29,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.02469846547876369
쉐보레 어메이징 뉴 크루즈  터보 LT 디럭스팩,차량번호 09라6143,16,131788.0,가솔린,1362.0,회색,만료,4200000,20,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,"883,880",0.0,0,27,0.02469846547876369
쉐보레 어메이징 뉴 크루즈   터보 LT 디럭스팩   ,차량번호 63부6371,16,84360.0,가솔린,1362.0,흰색,불가,5990000,29,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.02469846547876369
쉐보레 어메이징 뉴 크루즈   터보 LT 디럭스팩   ,차량번호 63부6371,16,84360.0,가솔린,1362.0,흰색,불가,5990000,29,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.02469846547876369
쉐보레 말리부  디젤 LS 디럭스팩,차량번호 15우7666,15,152000.0,디젤,1956.0,흰색,만료,3390000,12,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.023999228600664016
쉐보레 말리부  디젤 LT 프리미엄팩,차량번호 51라9321,15,123000.0,디젤,1956.0,검정색,만료,4890000,16,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,2.0,"3,957,120",3.0,"1,534,175",27,0.022658535535114467
쉐보레 더 뉴 트랙스   가솔린 프리미어   ,차량번호 35다3958,20,19635.0,가솔린,1362.0,진회색 (메탈 실버),만료,14900000,64,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.022499983213156924
쉐보레 더 뉴 트랙스   가솔린 프리미어   ,차량번호 35다3958,20,19635.0,가솔린,1362.0,진회색 (메탈 실버),만료,14900000,64,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.022499983213156924
쉐보레 더 뉴 트랙스   가솔린 프리미어   ,차량번호 35다3958,20,19635.0,가솔린,1362.0,진회색 (메탈 실버),만료,14900000,64,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.022499983213156924
쉐보레 올란도  디젤 LT 세이프티팩,차량번호 42누1965,15,234000.0,디젤,1998.0,검정색,만료,2990000,11,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"3,635,855",2.0,"2,796,637",27,0.020293017346845674
쉐보레 어메이징 뉴 크루즈  터보 프레셜 에디션 퍼펙트 블랙,차량번호 31구0733,17,133000.0,가솔린,1362.0,검정색,만료,4390000,19,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,5.0,"7,936,046",3.0,"4,052,180",27,0.018483114198483135
쉐보레 더 뉴 스파크   프리미어   ,차량번호 130거9897,21,71000.0,가솔린,999.0,검정색,불가,7700000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.017171365059689848
쉐보레 더 뉴 스파크  프리미어,차량번호 374수7225,22,22644.0,가솔린,999.0,흰색,"60개월 / 100,000km",9900000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.017171365059689848
쉐보레 더 뉴 스파크  프리미어,차량번호 147루6764,22,15329.0,가솔린,999.0,흰색,"60개월 / 100,000km",11090000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.017171365059689848
쉐보레 말리부  LS 디럭스 팩,차량번호 53더8801,13,184754.0,가솔린,1998.0,은색,만료,2690000,11,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,4.0,"3,887,820",2.0,"2,548,470",27,0.015424234485720806
쉐보레 스파크  LT,차량번호 23가8856,15,123500.0,가솔린,995.0,흰색,불가,3200000,27,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,"305,630",0.0,0,27,0.015323489395945696
쉐보레 스파크  LT,차량번호 60다1938,12,144000.0,가솔린,995.0,흰색,만료,2590000,22,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,2.0,"727,220",0.0,0,27,0.015323489395945696
쉐보레 크루즈   LTZ 플러스  ,차량번호 53수3640,14,110490.0,가솔린,1796.0,진회색,불가,4300000,21,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.015117634532798099
쉐보레 크루즈   LTZ 플러스  ,차량번호 53수3640,14,110490.0,가솔린,1796.0,진회색,불가,4300000,21,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.015117634532798099
쉐보레 크루즈   LTZ 플러스  ,차량번호 53수3640,14,110490.0,가솔린,1796.0,진회색,불가,4300000,21,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.015117634532798099
쉐보레 스파크  밴 ,차량번호 35머3494,12,73000.0,가솔린,995.0,은색,만료,2000000,,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"724,438",27,0.014907111884501755
쉐보레 스파크  밴,차량번호 65무6457,12,117429.0,가솔린,995.0,흰색,만료,1690000,,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,1.0,"599,000",2.0,"1,803,000",27,0.014907111884501755
쉐보레 스파크  밴 ,차량번호 35머3494,12,73000.0,가솔린,995.0,은색,만료,2000000,,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"724,438",27,0.014907111884501755
쉐보레 더 넥스트 스파크  스페셜 에디션 퍼펙트 블랙,차량번호 59구2446,18,55551.0,가솔린,999.0,검정색,만료,6300000,41,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,4.0,"1,542,099",3.0,"2,246,857",27,0.014814831573260502
쉐보레 크루즈  LTZ,차량번호 29수6105,13,102000.0,가솔린,1796.0,흰색,만료,3490000,19,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,4.0,"4,762,241",1.0,"861,120",27,0.014812974696876426
쉐보레 크루즈   LTZ,차량번호 18무8128,12,127000.0,가솔린,1598.0,진회색,만료,3300000,20,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,0.0,0.0,0.0,4.0,"1,019,630",8.0,"10,008,439",27,0.014812974696876426
쉐보레 크루즈   LTZ,차량번호 18무8128,12,127000.0,가솔린,1598.0,진회색,만료,3300000,20,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,0.0,0.0,0.0,4.0,"1,019,630",8.0,"10,008,439",27,0.014812974696876426
쉐보레 스파크  팝 에디션,차량번호 55수6248,15,78049.0,가솔린,995.0,검정색,만료,3800000,31,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,2.0,"906,326",2.0,"1,333,070",27,0.014770003681725541
쉐보레 크루즈  LT,차량번호 63노6552,13,141000.0,가솔린,1796.0,검정색,만료,2790000,15,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,0.0,0.0,0.0,3.0,"1,675,456",1.0,"1,313,563",27,0.014544839379974497
쉐보레 크루즈   5도어 LTZ 플러스,차량번호 42서8980,12,140452.0,가솔린,1796.0,진회색,만료,2950000,15,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,4.0,"4,963,314",1.0,"431,200",27,0.014042096654858905
쉐보레 말리부   LT,차량번호 22소7565,13,220222.0,가솔린,1998.0,은색,만료,2500000,9,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,2.0,"1,056,100",0.0,0,27,0.014006756964339147
쉐보레 말리부   LT,차량번호 22소7565,13,220222.0,가솔린,1998.0,은색,만료,2500000,9,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,2.0,"1,056,100",0.0,0,27,0.014006756964339147
쉐보레 말리부   LT,차량번호 22소7565,13,220222.0,가솔린,1998.0,은색,만료,2500000,9,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,2.0,"1,056,100",0.0,0,27,0.014006756964339147
쉐보레 말리부  LPGi LT 디럭스,차량번호 22버8622,15,128000.0,LPG,1998.0,흰색,만료,4890000,19,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,530,510",1.0,"1,424,920",27,0.01389113443996628
쉐보레 더 넥스트 스파크   LT 플러스   ,차량번호 321라5311,16,40400.0,가솔린,999.0,흰색,불가,6200000,59,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.013783993073391365
쉐보레 어메이징 뉴 크루즈   LTZ   ,차량번호 41우0829,16,119000.0,가솔린,1796.0,검정색,불가,5800000,28,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.01371346547114761
쉐보레 스파크   LS,차량번호 17보4804,12,58700.0,가솔린,995.0,빨간색,만료,2600000,25,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,"3,376,009",27,0.01348345182054057
쉐보레 스파크  S LS,차량번호 53도5745,12,150000.0,가솔린,995.0,분홍색,불가,2300000,17,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,5.0,"2,272,030",1.0,"518,321",27,0.01348345182054057
쉐보레 스파크  LS,차량번호 20고2930,13,70409.0,가솔린,995.0,흰색,만료,2290000,22,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,3.0,"2,519,482",0.0,0,27,0.01348345182054057
쉐보레 더 뉴 스파크  LS,차량번호 06수2900,20,71500.0,가솔린,999.0,검정색,불가,6200000,50,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"3,923,575",27,0.01348345182054057
쉐보레 스파크  S LS,차량번호 53도5745,12,150000.0,가솔린,995.0,분홍색,불가,2300000,17,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,5.0,"2,272,030",1.0,"518,321",27,0.01348345182054057
쉐보레 더 넥스트 스파크   LTZ   ,차량번호 245나6934,17,114471.0,가솔린,999.0,흰색,불가,5800000,51,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.013183892412766086
쉐보레 더 넥스트 스파크   LTZ   ,차량번호 245나6934,17,114471.0,가솔린,999.0,흰색,불가,5800000,51,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.013183892412766086
쉐보레 더 넥스트 스파크  LTZ,차량번호 09로0607,17,118000.0,가솔린,999.0,흰색,불가,6300000,55,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0.013183892412766086
쉐보레 더 넥스트 스파크   LTZ,차량번호 133보2822,16,130057.0,가솔린,999.0,흰색,만료,5400000,47,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,1.0,"303,370",0.0,0,27,0.013183892412766086
쉐보레 어메이징 뉴 크루즈  5도어  LTZ,차량번호 234어9524,16,71231.0,가솔린,1796.0,흰색,만료,4900000,23,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,1.0,"2,728,982",1.0,"790,000",27,0.012915811536353752
쉐보레 어메이징 뉴 크루즈  5도어  LTZ,차량번호 234어9524,16,71231.0,가솔린,1796.0,흰색,만료,4900000,23,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,1.0,"2,728,982",1.0,"790,000",27,0.012915811536353752
쉐보레 어메이징 뉴 크루즈  5도어  LTZ,차량번호 234어9524,16,71231.0,가솔린,1796.0,흰색,만료,4900000,23,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,1.0,"2,728,982",1.0,"790,000",27,0.012915811536353752
쉐보레 말리부  LT 디럭스팩,차량번호 33노2678,14,125000.0,가솔린,1998.0,검정색,만료,3600000,13,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,7.0,"6,620,068",4.0,"2,995,754",27,0.012545928133303148
쉐보레 말리부  LT 디럭스팩,차량번호 33노2678,14,125000.0,가솔린,1998.0,검정색,만료,3600000,13,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,7.0,"6,620,068",4.0,"2,995,754",27,0.012545928133303148
쉐보레 스파크   타투 에디션   ,차량번호 17도5450,13,88535.0,가솔린,995.0,분홍색,불가,3300000,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.011855385337763334
쉐보레 스파크   타투 에디션   ,차량번호 17도5450,13,88535.0,가솔린,995.0,분홍색,불가,3300000,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.011855385337763334
쉐보레 스파크   타투 에디션   ,차량번호 17도5450,13,88535.0,가솔린,995.0,분홍색,불가,3300000,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,27,0.011855385337763334
쉐보레 스파크  LS 스타,차량번호 11우1161,13,174000.0,가솔린,995.0,기타색상,불가,1750000,15,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,6.0,"3,980,056",2.0,"1,441,130",27,0.011606382810112194
쉐보레 스파크  LS 스타,차량번호 68너6122,13,128467.0,가솔린,995.0,흰색,만료,1990000,18,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,3.0,"3,000,610",3.0,"3,828,110",27,0.011606382810112194
쉐보레 스파크  LS 스타,차량번호 11우1161,13,174000.0,가솔린,995.0,기타색상,불가,1750000,15,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,6.0,"3,980,056",2.0,"1,441,130",27,0.011606382810112194
쉐보레 임팔라   LTZ  ,차량번호 57노0589,17,151000.0,가솔린,2457.0,흰색,불가,7990000,20,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.010760198978521691
쉐보레 임팔라  LT,차량번호 21어2496,18,153665.0,가솔린,2457.0,검정색,만료,6590000,18,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,2.0,"2,960,000",1.0,"1,575,180",27,0.010536865202267882
쉐보레 임팔라   미드나이트 블랙   ,차량번호 62다0456,17,79000.0,가솔린,3564.0,검정색,불가,11590000,,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,27,0.006522806300367038
아우디 A6 4세대   TDI 콰트로 -  ,차량번호 28고3329,14,190197.0,디젤,2967.0,검정색,불가,8990000,13,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,28,0.00964467963536386
아우디 Q8  50 TDI 콰트로 프리미엄    ,차량번호 127거5777,21,56806.0,디젤,2967.0,흰색,불가,83900000,72,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"690,000",28,0.008116803517138487
아우디 A5 1세대   TDI 콰트로 스포트백 다이나믹   ,차량번호 18노4637,14,146000.0,디젤,1968.0,흰색 (무광블랙 랩핑),만료,9900000,15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,28,0.006626540260874314
아우디 A8 3세대  50 TDI 콰트로 LWB -   ,차량번호 51구0538,15,196515.0,디젤,2967.0,은색,만료,20390000,14,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,28,0.00449954949316874
아우디 A6 5세대  40 TDI 콰트로 -   ,차량번호 374두3735,21,30200.0,디젤,1968.0,흰색,만료,43000000,65,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,28,0.0029197296303301503
아우디 A6 5세대  40 TDI 콰트로 -   ,차량번호 374두3735,21,30200.0,디젤,1968.0,흰색,만료,43000000,65,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,28,0.0029197296303301503
아우디 A6 5세대  45 TFSI -   ,차량번호 232도6347,23,35261.0,가솔린,1984.0,흰색,"36개월 / 999,999km",41900000,64,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,"1,682,100",0.0,0,28,0.0020444555736966225
랜드로버 레인지로버 4세대   SDV8 오토바이오그래피   ,차량번호 37마0255,16,125700.0,디젤,4367.0,흰색,불가,41500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.010610367883699168
랜드로버 레인지로버 4세대   SDV8 오토바이오그래피   ,차량번호 37마0255,16,125700.0,디젤,4367.0,흰색,불가,41500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.010610367883699168
랜드로버 레인지로버 4세대   V8 SC 오토바이오그래피   ,차량번호 269너6011,22,53000.0,가솔린,4999.0,검정색,가능,115000000,51,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,29,0.010596108583873958
랜드로버 레인지로버 4세대   V8 SC 오토바이오그래피   ,차량번호 125나4785,20,36261.0,가솔린,5000.0,검정색,불가,99900000,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.010596108583873958
랜드로버 레인지로버 4세대   V8 SC 오토바이오그래피   ,차량번호 269너6011,22,53000.0,가솔린,4999.0,검정색,가능,115000000,51,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,29,0.010596108583873958
랜드로버 레인지로버 4세대   V8 SC 오토바이오그래피   ,차량번호 125나4785,20,36261.0,가솔린,5000.0,검정색,불가,99900000,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.010596108583873958
랜드로버 레인지로버 4세대   SDV8 보그 SE   ,차량번호 23조0286,17,89000.0,디젤,4367.0,검정색,불가,49500000,27,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,3.0,"7,549,320",4.0,"3,349,780",29,0.009961271976258294
랜드로버 레인지로버 4세대   SDV8 보그 SE   ,차량번호 269저6832,14,169000.0,디젤,4367.0,흰색,만료,41800000,24,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.009961271976258294
랜드로버 레인지로버 5세대   P530 LWB 오토바이오그래피   ,차량번호 238가8911,23,25000.0,가솔린,4395.0,진회색,"36개월 / 100,000km",188000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.0036664252907350967
랜드로버 레인지로버 5세대   P530 LWB 오토바이오그래피   ,차량번호 238가8911,23,25000.0,가솔린,4395.0,진회색,"36개월 / 100,000km",188000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,29,0.0036664252907350967
쏠라티   디젤 15인승 럭셔리   ,차량번호 712우1215,20,12510.0,디젤,2497.0,검정색,불가,62990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,30,0.026501046505840287
쏠라티  캠핑카 럭셔리 4인승   ,차량번호 707가8808,18,29470.0,디젤,2497.0,흰색,불가,65000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,30,0.018073672568651483
쏠라티  캠핑카 럭셔리 4인승   ,차량번호 707가8808,18,29470.0,디젤,2497.0,흰색,불가,65000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,30,0.018073672568651483
쏠라티  캠핑카 -  ,차량번호 76허2748,20,64000.0,디젤,2497.0,흰색,불가,57000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,30,0.011088859149308057
더 뉴 스포티지R   디젤  프레스티지   ,차량번호 18루6515,14,173132.0,디젤,1995.0,기타색상,불가,7500000,29,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,31,0.04083133986767121
더 뉴 스포티지R   디젤  프레스티지  ,차량번호 31어6246,14,127000.0,디젤,1995.0,흰색,불가,8000000,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,31,0.04083133986767121
뉴 쏘렌토R  디젤  프레스티지,차량번호 51노9420,14,143000.0,디젤,1995.0,흰색,만료,7390000,24,1,1,1,1,1,1,1,1,1,1,1,7.0,0.0,0.0,0.0,0.0,4.0,"15,347,939",6.0,"14,910,338",31,0.040113081629528397
뉴 쏘렌토R   디젤  프레스티지  ,차량번호 56주2322,14,130000.0,디젤,1995.0,흰색,불가,11300000,38,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,31,0.040113081629528397
더 뉴 스포티지R   디젤  노블레스   ,차량번호 64주0488,14,224111.0,디젤,1995.0,흰색,불가,7200000,25,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,31,0.032793466777283474
스포티지R   가솔린 터보  TLX 최고급형   ,차량번호 35수8973,13,77000.0,가솔린,1998.0,흰색,불가,12600000,52,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,31,0.029447511862669553
스포티지R  디젤  TLX 프리미엄,차량번호 38모8941,12,134000.0,디젤,1995.0,흰색,만료,6190000,23,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,1.0,"1,287,414",1.0,"2,478,344",31,0.029202084498219216
더 뉴 스포티지R  디젤   트렌디,차량번호 48버3531,15,106551.0,디젤,1995.0,흰색,만료,8100000,34,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,2.0,"1,631,830",1.0,"2,140,090",31,0.025530263362561662
더 뉴 스포티지R  디젤  트렌디,차량번호 28더6588,14,87000.0,디젤,1995.0,은색,만료,6100000,25,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,4.0,"10,090,279",10.0,"10,686,941",31,0.025530263362561662
더 뉴 스포티지R  디젤   트렌디,차량번호 48버3531,15,106551.0,디젤,1995.0,흰색,만료,8100000,34,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,2.0,"1,631,830",1.0,"2,140,090",31,0.025530263362561662
더 뉴 스포티지R  디젤   트렌디,차량번호 48버3531,15,106551.0,디젤,1995.0,흰색,만료,8100000,34,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,2.0,"1,631,830",1.0,"2,140,090",31,0.025530263362561662
스포티지R   디젤  TLX 최고급형   ,차량번호 14로8767,14,129350.0,디젤,1995.0,회색,불가,7900000,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,31,0.02139922273666469
스포티지R   디젤  TLX 최고급형   ,차량번호 46구1607,14,194000.0,디젤,1995.0,흰색,불가,5700000,22,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,31,0.02139922273666469
쏘렌토R  디젤  TLX 고급형,차량번호 49더5200,11,155000.0,디젤,1995.0,은색,만료,4700000,17,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"825,330",2.0,"2,253,322",31,0.021340201897843192
쏘렌토R  디젤  TLX 고급형,차량번호 04두0562,13,199626.0,디젤,2199.0,회색,만료,3790000,12,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,"400,689",0.0,0,31,0.021340201897843192
쏘렌토R  디젤   TLX 고급형,차량번호 55나8830,12,157858.0,디젤,1995.0,진회색,만료,3990000,14,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"5,038,278",2.0,"5,418,212",31,0.021340201897843192
쏘렌토R  디젤  TLX 고급형,차량번호 49더5200,11,155000.0,디젤,1995.0,은색,만료,4700000,17,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"825,330",2.0,"2,253,322",31,0.021340201897843192
쏘렌토R  디젤  TLX 최고급형,차량번호 58모5756,10,179000.0,디젤,1995.0,회색,만료,3990000,14,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,0.0,0,4.0,"5,691,345",31,0.02106046031835911
뉴 쏘렌토R  디젤  TLX,차량번호 18가4997,14,99187.0,디젤,1995.0,회색,만료,9300000,33,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"2,831,383",31,0.020425863477551796
뉴 쏘렌토R  디젤  TLX,차량번호 18가4997,14,99187.0,디젤,1995.0,회색,만료,9300000,33,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"2,831,383",31,0.020425863477551796
뉴 쏘렌토R  디젤  TLX,차량번호 18가4997,14,99187.0,디젤,1995.0,회색,만료,9300000,33,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"2,831,383",31,0.020425863477551796
제네시스 쿠페   터보 D   ,차량번호 67가6699,10,220000.0,가솔린,1998.0,청색,만료,5900000,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,0.05117183338677683
제네시스 쿠페  터보 P,차량번호 55구8905,10,128000.0,가솔린,1998.0,진회색,만료,3790000,14,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,4.0,"1,767,146",1.0,"346,870",32,0.05117183338677683
제네시스 쿠페   터보 R   ,차량번호 42거3654,10,173992.0,가솔린,1998.0,빨간색,불가,4700000,15,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,32,0.05117183338677683
더 뉴 제네시스 쿠페   터보 S   ,차량번호 30우9978,13,139139.0,가솔린,1998.0,검정색,불가,10300000,34,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,0.05117183338677683
더 뉴 제네시스 쿠페   터보 S   ,차량번호 45버5132,16,79000.0,가솔린,1998.0,진주색,불가,14900000,48,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,32,0.05117183338677683
더 뉴 제네시스 쿠페   터보 S   ,차량번호 45버5132,16,79000.0,가솔린,1998.0,진주색,불가,14900000,48,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,32,0.05117183338677683
제네시스 쿠페  터보 R,차량번호 14저9410,10,143001.0,가솔린,1998.0,흰색,불가,2500000,8,1,1,1,1,1,1,1,1,1,1,1,7.0,0.0,0.0,0.0,0.0,6.0,"9,287,623",2.0,"1,740,090",32,0.05117183338677683
제네시스 쿠페   터보 D   ,차량번호 41머5917,11,167000.0,가솔린,1998.0,진회색,불가,5900000,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,0.05117183338677683
제네시스 쿠페   터보 RW   ,차량번호 63구6879,11,144000.0,가솔린,1998.0,진회색,불가,5900000,18,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,0.03355741803843557
더 뉴 제네시스 쿠페   GT R   ,차량번호 32우1411,14,143000.0,가솔린,3778.0,회색,불가,17500000,49,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,0.028893147961480806
제네시스 쿠페   GT P   ,차량번호 188조4355,9,167000.0,가솔린,3778.0,빨간색,불가,9900000,32,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,32,0.028893147961480806
더 뉴 제네시스 쿠페   GT R   ,차량번호 62누4494,13,142106.0,가솔린,3778.0,빨간색,불가,12500000,35,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,32,0.028893147961480806
